id,atm_group,address,address_rus,lat,long,target,religious_buildings_100,food_drink_100,education_100,healthcare_100,transportation_100,entertainment_100,public_amenities_100,cash_intensive_shops_100,personal_services_100,large_retail_100,markets_vendors_100,tourism_100,financial_services_100,religious_buildings_250,food_drink_250,education_250,healthcare_250,transportation_250,entertainment_250,public_amenities_250,cash_intensive_shops_250,personal_services_250,large_retail_250,markets_vendors_250,tourism_250,financial_services_250,religious_buildings_500,food_drink_500,education_500,healthcare_500,transportation_500,entertainment_500,public_amenities_500,cash_intensive_shops_500,personal_services_500,large_retail_500,markets_vendors_500,tourism_500,financial_services_500,religious_buildings_1000,food_drink_1000,education_1000,healthcare_1000,transportation_1000,entertainment_1000,public_amenities_1000,cash_intensive_shops_1000,personal_services_1000,large_retail_1000,markets_vendors_1000,tourism_1000,financial_services_1000,highway_type,highway_distance,parking_count,parking_types,parking_distance,metro_count,metro_distance,bus_tram_count,bus_distance,city,region,is_urban
5980.0,5478.0,"D. 47A, PR-KT KRASNOARMEI BARNAUL G   ","Красноармейский проспект, 47А, Барнаул, городской округ Барнаул, Алтайский край, Сибирский федеральный округ, Россия",53.335253,83.77541,0.0158377495503522,0,6,0,1,0,1,0,0,2,2,1,0,0,0,15,0,6,0,1,1,3,11,3,1,0,1,0,27,7,19,0,2,3,11,23,10,1,1,5,8,71,31,47,0,4,12,25,45,22,1,7,24,service,64.63505863233148,5,"[""parking""]",49.41441116876807,0,0.0,16,53.30641142167882,Барнаул,Алтайский край,1
6075.0,5478.0,"D. 47 A, UL. KOMMUNISTICH ULAN-UDE G  ","Коммунистическая улица, 47А, Улан-Удэ, городской округ Улан-Удэ, Республика Бурятия, Дальневосточный федеральный округ, Россия",51.83206,107.585625,-0.0182009258733017,0,0,0,0,0,0,0,0,0,0,0,2,1,0,12,1,3,0,2,2,1,0,3,0,3,4,0,33,9,6,0,2,4,4,2,5,0,7,7,2,61,18,15,2,6,15,17,7,20,0,16,27,footway,55.352800853629645,3,"[""surface"", ""lane"", ""parking""]",28.976634341400988,0,0.0,10,131.58000150670574,Улан-Удэ,Республика Бурятия,1
6076.0,5478.0,"D. 47 A, UL. KOMMUNISTICH ULAN-UDE G  ","Коммунистическая улица, 47А, Улан-Удэ, городской округ Улан-Удэ, Республика Бурятия, Дальневосточный федеральный округ, Россия",51.83206,107.585625,0.0222407206083888,0,0,0,0,0,0,0,0,0,0,0,2,1,0,12,1,3,0,2,2,1,0,3,0,3,4,0,33,9,6,0,2,4,4,2,5,0,7,7,2,61,18,15,2,6,15,17,7,20,0,16,27,footway,55.352800853629645,3,"[""surface"", ""lane"", ""parking""]",28.976634341400988,0,0.0,10,131.58000150670574,Улан-Удэ,Республика Бурятия,1
6404.0,5478.0,"D. 2, KORP. 2, B-R SVOBOD SURGUT G    ","бульвар Свободы, 2, Сургут, городской округ Сургут, Ханты-Мансийский автономный округ — Югра, Тюменская область, Уральский федеральный округ, Россия",61.249149,73.401477,-0.0282323257844557,0,2,1,0,0,0,1,0,1,3,0,0,5,0,7,5,1,0,0,1,2,1,5,0,0,8,0,12,6,11,0,0,3,7,3,11,0,0,13,0,46,29,51,0,0,17,44,26,31,2,2,46,service,41.45764088782598,2,"[""parking"", ""surface""]",37.94766032868058,0,0.0,10,126.97876416208966,Сургут,Ханты-Мансийский автономный округ — Югра,1
7249.0,5478.0,"D. 29V, PR-KT LENINGRADSK KEMEROVO G  ","Ленинградский проспект, 29А, Кемерово, Кемеровский городской округ, Кемеровская область — Кузбасс, Сибирский федеральный округ, Россия",55.345012,86.173175,-0.0252328435532771,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,4,9,2,1,0,6,3,1,5,1,0,1,4,11,30,8,1,0,7,9,3,14,1,1,9,service,85.92185263096052,0,empty,0.0,0,0.0,10,270.6553777616266,Кемерово,Кемеровская область,1
7262.0,5478.0,"D. 26 A, UL. TERESHKOVOI  ULAN-UDE G  ","улица Терешковой, 26А, Улан-Удэ, городской округ Улан-Удэ, Республика Бурятия, Дальневосточный федеральный округ, Россия",51.809374,107.609978,-0.0128602435724519,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,1,1,4,0,0,0,1,0,0,0,14,3,0,1,2,5,0,1,0,1,5,4,8,23,10,0,2,6,8,0,4,0,1,8,service,38.55548672991887,3,"[""parking""]",57.61521657394072,0,0.0,6,114.7487487125541,Улан-Удэ,Республика Бурятия,1
7303.0,5478.0,"D. 116/2, UL. KRASNOARMEI KRASNODAR G ","Красноармейская улица, 116/2, микрорайон Центральный, Краснодар, городской округ Краснодар, Краснодарский край, Южный федеральный округ, Россия",45.036566,38.976894,-0.0203199578060494,0,3,0,1,0,0,0,1,0,0,0,0,1,0,16,0,4,0,1,1,3,1,1,0,3,9,4,59,6,9,0,1,2,12,6,4,0,6,25,8,172,23,26,2,7,11,44,21,12,0,15,62,footway,19.1779359638194,3,"[""surface"", ""street_side""]",36.61246733627888,0,0.0,10,280.1604658102427,Краснодар,Краснодарский край,1
7343.0,5478.0,"D. 19/1, MKR. UBILEINYI   IRKUTSK G   ","микрорайон Юбилейный, 19/1, Иркутск, муниципальное образование Иркутск, Иркутская область, Сибирский федеральный округ, Россия",52.227534,104.304025,-0.0794202407266862,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,2,0,1,0,0,0,0,4,4,4,0,0,3,5,1,2,0,0,0,2,9,18,15,0,1,6,12,5,12,0,7,5,footway,64.29931856995688,1,"[""parking""]",21.15485172295981,0,0.0,12,66.53194854509658,Иркутск,Иркутская область,1
7376.0,5478.0,"D. 13B, PR-KT KOMSOMOL'SK TOMSK G     ","Комсомольский проспект, 13Б, Томск, городской округ Томск, Томская область, Сибирский федеральный округ, Россия",56.488532,84.978515,0.0221722273671796,0,11,0,0,0,1,0,0,1,2,0,0,8,0,12,0,1,0,1,0,0,1,4,0,0,9,0,12,0,1,0,1,0,1,1,4,0,0,9,3,30,16,27,2,1,1,9,22,13,14,6,19,service,69.98044978376697,2,"[""surface""]",86.09332232581119,0,0.0,1,317.41084193750027,Томск,Томская область,1
3126.0,8083.0,"2 KHUTORSKAYA, 38A.9   Moskva         ","2-я Хуторская улица, 38Ас9, Москва, Москва, Центральный федеральный округ, Россия",55.80481,37.566243,0.1821890627689258,0,2,0,0,0,0,0,0,0,0,0,0,1,3,5,0,0,0,0,1,1,1,0,0,1,2,4,16,5,11,2,0,8,6,8,5,4,3,7,4,72,19,47,3,0,25,41,60,16,16,15,17,tertiary,37.80650875811834,2,"[""street_side"", ""surface""]",48.74204747919944,0,0.0,12,145.7335724671176,Москва,Москва,1
3494.0,8083.0,"Dmitriya Donskogo b-r, Moskva         ","Москва, бульвар Дмитрия Донского, Москва, Центральный федеральный округ, Россия",55.569301,37.575989,0.1761029633099184,0,1,0,3,1,0,0,1,0,1,0,0,3,0,15,3,9,1,0,1,6,1,5,1,0,5,2,26,13,24,1,0,3,13,9,8,3,0,9,6,41,32,43,1,2,11,22,23,27,5,1,16,service,26.985907907317483,2,"[""parking""]",57.873083931933735,12,55.69175500078124,27,64.74288713958973,Москва,Москва,1
3583.0,8083.0,"PAVELETSKAYA PL.,2,2   Moskva         ","Павелецкая площадь, 2с2, Москва, Москва, Центральный федеральный округ, Россия",55.730218,37.635916,0.1168967982675488,0,8,0,1,1,0,0,1,1,0,0,0,2,2,54,0,7,4,1,2,14,10,3,3,2,23,6,102,3,26,7,3,9,35,29,6,7,8,42,15,322,15,75,16,10,22,63,106,18,11,37,90,residential,40.99464145148722,3,"[""underground"", ""parking""]",39.71278917343806,6,121.77370828226378,23,69.16958072026095,Москва,Москва,1
3890.0,8083.0,"PARTIZANA ZHELEZNYAKA, KRASNOYARSK    ","Красноярск, улица Партизана Железняка, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, Россия",56.03265,92.921994,0.1201511460427547,0,2,0,0,0,0,0,0,0,1,0,0,2,2,5,0,2,0,0,0,1,2,2,0,1,2,2,14,3,6,0,1,1,3,2,6,0,5,4,4,37,12,14,1,1,3,8,4,13,0,8,15,footway,13.028306597048552,1,"[""surface""]",60.420379256612605,0,0.0,8,89.95533629334362,Красноярск,Красноярский край,1
3996.0,8083.0,"SOSNOVAY ALLEYA, 601   Moskva         ","Москва, Сосновая аллея, Москва, Центральный федеральный округ, Россия",55.819353,37.463718,0.1528305477106638,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,1,0,4,6,1,6,0,0,3,3,1,4,0,1,0,4,8,5,12,0,0,5,4,1,7,3,2,0,service,9.141636519224395,1,"[""surface""]",90.46173158160629,0,0.0,8,183.02014744697897,Москва,Москва,1
582.0,1942.0,101 LENINSKIY AV.         MOSCOW      ,"Ленинский проспект, 101, Москва, Москва, Центральный федеральный округ, Россия",55.666624,37.51573,0.0353192175550387,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,1,4,0,1,1,0,3,0,0,0,0,0,16,7,17,0,2,4,5,16,8,0,0,5,2,47,25,47,5,2,10,21,36,19,7,1,7,service,67.29226149317459,3,"[""parking""]",31.85857373406353,1,471.5441127089353,7,111.48307938545676,Москва,Москва,1
583.0,1942.0,64/2 LENINSKIY AV         MOSCOW      ,"Ленинский проспект, 64/2, Москва, Москва, Центральный федеральный округ, Россия",55.692475,37.551726,0.0336743118025774,0,0,0,0,1,0,1,0,0,1,1,0,2,0,2,5,6,1,0,2,1,4,2,1,0,5,0,11,13,13,2,0,3,9,10,6,1,0,8,4,68,34,49,10,4,12,28,41,11,2,2,18,footway,31.403131351167072,1,"[""surface""]",42.40745755475344,0,0.0,9,83.96466677260779,Москва,Москва,1
641.0,1942.0,18 1-KOLOBOVSKIY BSTR.    MOSCOW      ,"1-й Колобовский переулок, 18, Москва, Москва, Центральный федеральный округ, Россия",55.768142,37.619971,0.0428925287684592,0,2,0,2,0,0,1,1,3,0,0,0,3,0,28,1,10,3,1,1,2,7,3,0,1,11,20,160,4,44,5,4,5,13,67,5,1,23,29,36,546,18,143,27,37,27,57,184,16,41,75,88,service,22.71379249850833,3,"[""surface"", ""street_side""]",8.10010609969147,4,111.1838744482553,15,68.42405104542746,Москва,Москва,1
1011.0,1942.0,4 KHODYNSKIY BLVD.        MOSCOW      ,"Ходынский бульвар, 4, Москва, Москва, Центральный федеральный округ, Россия",55.790231,37.531289,0.0453231976213933,0,25,0,1,0,0,1,0,0,1,4,0,2,0,39,0,1,1,1,1,0,2,2,4,0,7,2,52,0,4,3,1,2,2,9,6,5,1,12,4,89,6,23,10,1,3,10,37,11,8,4,19,footway,82.65111154780439,0,empty,0.0,2,368.0475494927177,5,103.37666280162584,Москва,Москва,1
1303.0,1942.0,26A MIRA AV.              MYTISCHI    ,"улица Мира, 26А, Мытищи, городской округ Мытищи, Московская область, Центральный федеральный округ, Россия",55.916623,37.726736,-0.0146676824896268,0,2,0,0,0,0,0,0,0,3,0,0,1,0,6,1,0,1,0,0,1,2,5,0,0,2,0,10,8,7,1,0,3,7,5,9,0,0,5,0,30,25,26,1,0,9,26,19,17,2,0,12,secondary,47.68330558899977,0,empty,0.0,0,0.0,14,196.92563177424,Мытищи,Московская область,1
1284.0,1942.0,51 UNIVERSITETSKIY        VOLGOGRAD   ,"Университетский проспект, 51, Волгоград, городской округ Волгоград, Волгоградская область, Южный федеральный округ, Россия",48.664718,44.440753,-0.0131172693165888,0,0,0,1,0,0,0,3,0,0,0,0,1,1,0,0,1,0,0,1,5,0,0,0,0,1,1,6,4,3,0,0,1,7,0,1,0,0,1,1,15,12,6,0,1,4,24,2,6,4,0,3,footway,55.74843149081901,0,empty,0.0,0,0.0,2,58.251378753342784,Волгоград,Волгоградская область,1
1296.0,1942.0,21 AMURSKAYA STR.         OMSK        ,"Омск, 21-я Амурская улица, городской округ Омск, Омская область, Сибирский федеральный округ, Россия",55.036215,73.423054,0.028067283168925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4,8,5,0,0,3,4,0,4,0,1,2,secondary,23.391606423415634,0,empty,0.0,0,0.0,6,348.7584428876371,Омск,Омская область,1
1608.0,1942.0,116-1A GRAZHDANSKIY AV.   S.-PETERBURG,"Гражданский проспект, 116к1, Санкт-Петербург, Санкт-Петербург, Северо-Западный федеральный округ, Россия",60.034978,30.418186,0.0265171465026169,0,4,0,0,0,0,1,9,0,1,7,0,7,0,18,0,10,0,0,5,15,5,5,8,0,26,0,23,7,14,0,1,6,24,12,6,8,1,37,0,47,31,40,0,2,14,43,34,24,11,4,61,footway,1.1469918028043635,2,"[""surface"", ""street_side""]",29.97358309766564,3,15.366624352178308,18,72.77051095739513,Санкт-Петербург,Санкт-Петербург,1
2289.0,3185.5,"25B, GAGARINA ST.         ULAN-UDE    ","улица Гагарина, 25, Улан-Удэ, городской округ Улан-Удэ, Республика Бурятия, Дальневосточный федеральный округ, Россия",51.837569,107.593845,-0.0788319032744656,0,2,1,0,0,0,0,3,1,1,0,1,4,0,4,5,2,0,0,1,6,3,2,0,2,5,0,4,9,2,0,0,3,6,5,7,0,3,9,2,34,29,8,0,2,8,9,5,12,0,12,19,service,49.72523611796882,2,"[""parking""]",43.095813279910985,0,0.0,14,66.4630180159758,Улан-Удэ,Республика Бурятия,1
2558.0,3185.5,"MICHURINSKIJ PR.,D7       MOSKVA      ","Мичуринский проспект, 7, Москва, Москва, Центральный федеральный округ, Россия",55.702729,37.509703,-0.0496958561350299,0,1,0,1,0,0,0,0,0,0,0,0,8,0,10,1,9,2,0,0,2,8,0,0,0,10,0,43,5,16,3,0,1,8,18,10,0,1,19,2,72,15,46,7,1,6,18,42,15,1,2,31,footway,32.63882596212046,4,"[""surface"", ""parking""]",15.536485774487527,2,374.57619499798506,17,52.02183052720411,Москва,Москва,1
2564.0,3185.5,PRESNENSKAJA NABERE       MOSKVA      ,"Москва, Пресненская набережная, Москва, Центральный федеральный округ, Россия",55.74635,37.539473,-0.0237559711355166,0,9,0,0,1,0,0,1,1,0,0,0,1,0,43,0,3,5,1,0,5,9,0,0,2,9,2,129,3,17,9,4,5,22,26,9,8,6,32,4,192,10,49,17,6,18,39,57,12,14,11,55,service,19.022859273486976,2,"[""underground""]",62.41790824956031,15,225.83081145203465,24,141.31843658164064,Москва,Москва,1
2658.0,3185.5,UL. CSHORSA-8 V           BELGOROD    ,"улица Щорса, 8В, Белгород, муниципальное образование Белгород, Белгородская область, Центральный федеральный округ, Россия",50.584326,36.566175,-0.048848338327213,0,1,0,0,0,0,0,1,0,0,0,0,2,0,4,1,1,0,0,1,1,0,2,0,1,5,1,4,5,2,0,0,2,4,2,3,0,1,6,1,9,17,7,0,0,5,8,4,11,0,1,8,service,33.75783462691522,4,"[""parking"", ""surface""]",23.61775234441514,0,0.0,2,339.2210595976801,Белгород,Белгородская область,1
4877.0,5478.0,"D. 23, SH. KRASNOARMEISKO VYAZMA G    ","Красноармейское шоссе, 23, Вязьма, Вяземский муниципальный округ, Смоленская область, Центральный федеральный округ, Россия",55.199511,34.311862,-0.0767298069183502,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,1,0,0,0,0,5,0,6,1,0,0,1,1,3,1,0,0,2,7,4,13,1,0,0,5,2,9,3,1,1,service,77.33681916893073,1,"[""surface""]",38.73204819585377,0,0.0,1,250.70893243060712,Вязьма,Смоленская область,1
4916.0,5478.0,"D. 69, UL. KRASNOYARSKII  KRASNOYARSK ","проспект имени Газеты Красноярский Рабочий, 69, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, Россия",56.006381,92.948269,-0.0012161355343601,0,1,0,2,0,0,2,1,2,2,0,0,2,0,3,4,7,0,0,2,3,2,2,1,0,6,0,4,10,10,0,0,3,5,3,4,1,0,6,1,12,31,15,0,0,5,13,5,8,1,3,13,service,7.554905877214895,3,"[""parking""]",50.2682176786163,0,0.0,14,92.68414075913296,Красноярск,Красноярский край,1
