long,lat,region,target,atm_group,food_drink_500,bus_tram_count,food_drink_1000,food_drink_250,metro_distance,personal_services_1000,metro_count,financial_services_250,financial_services_500,financial_services_1000,food_drink_100,personal_services_500,cash_intensive_shops_1000,entertainment_1000,markets_vendors_1000,healthcare_1000,financial_services_100,personal_services_250,cash_intensive_shops_500,entertainment_500,tourism_1000
30.088001,59.738108,Санкт-Петербург,-0.0574674241444082,496.5,17,6,23,7,0.0,12,0,4,6,11,5,6,12,1,4,14,2,3,7,1,0
39.874356,57.625176,Ярославская область,-0.1099829275021375,496.5,58,6,157,18,0.0,13,0,7,13,47,7,4,31,12,3,31,2,1,11,5,20
47.822173,52.006024,Саратовская область,-0.1036109036535702,3185.5,2,5,3,1,0.0,2,0,0,0,1,1,1,6,0,1,3,0,0,2,0,0
47.267868,56.128927,Чувашия,-0.1111989714802361,5478.0,9,5,19,3,0.0,13,0,3,4,6,0,7,23,2,1,21,2,2,9,1,3
44.99911,53.223064,Пензенская область,-0.0814137212477605,496.5,6,10,24,3,0.0,2,0,3,3,3,0,1,20,1,0,11,2,0,3,1,1
84.948089,56.504705,Томская область,0.1434825466625248,8083.0,5,12,12,3,0.0,26,0,6,14,26,1,14,15,2,4,25,5,8,6,2,8
84.959938,56.455627,Томская область,0.0289581907079494,5478.0,35,6,139,12,0.0,45,0,2,3,37,2,17,26,3,0,39,1,5,7,1,2
37.906893,55.975254,Московская область,-0.0418584863577638,5478.0,12,8,16,9,0.0,6,0,7,9,10,6,4,17,3,1,22,4,3,7,0,0
37.537676,55.889881,Москва,0.0814624871015432,1942.0,11,17,30,9,0.0,22,0,6,7,16,8,4,31,1,12,30,2,1,13,1,2
40.352906,56.116673,Владимирская область,0.1220045457351343,8083.0,12,5,28,10,0.0,42,0,7,9,24,0,18,43,2,1,50,0,10,19,1,1
37.201527,55.390557,Москва,-0.0582641855319311,496.5,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.681676,55.709459,Москва,0.0192472642556838,1942.0,33,16,71,4,278.052288408432,18,5,0,2,7,0,4,35,3,7,38,0,0,14,2,10
50.233952,53.243093,Самарская область,0.0648436751640033,5478.0,7,0,18,0,0.0,11,0,1,4,9,0,6,8,1,0,24,1,0,3,0,0
36.584564,50.599074,Белгородская область,-0.1420261107454357,3185.5,33,7,72,7,0.0,12,0,8,23,48,0,4,18,4,2,28,6,2,12,1,5
48.50024,55.850666,Татарстан,-0.0056143488672515,5478.0,10,9,14,1,0.0,12,0,12,19,31,0,10,17,1,4,25,2,6,10,0,2
40.918773,57.786687,Костромская область,0.0002992711101072,5478.0,2,9,2,2,0.0,1,0,0,0,0,0,1,1,0,4,9,0,1,1,0,2
129.691574,62.022026,Республика Саха (Якутия),-0.0179108897851454,3185.5,0,14,2,0,0.0,0,0,0,0,2,0,0,15,1,1,4,0,0,3,0,3
38.941159,45.628024,Краснодарский край,-0.0327238524834046,496.5,6,1,7,4,0.0,0,0,4,4,5,1,0,6,0,0,3,1,0,3,0,2
82.96115,55.075881,Новосибирская область,0.0789312363651351,8083.0,1,4,12,0,0.0,4,0,1,4,7,0,1,36,0,1,27,1,0,14,0,4
83.684905,53.342506,Алтайский край,-0.0036263797821452,5478.0,15,8,52,9,0.0,17,0,7,8,22,0,1,27,2,0,36,1,1,7,1,2
84.973763,56.472014,Томская область,-0.0924066017338983,3185.5,12,4,82,1,0.0,77,0,0,3,61,1,17,34,1,13,86,0,3,7,0,12
107.603286,51.841759,Республика Бурятия,0.1711050802180197,8083.0,4,18,9,3,0.0,6,0,3,7,13,2,1,6,2,0,5,1,0,0,0,6
33.095247,68.914481,Мурманская область,-0.0217954002470002,1942.0,13,12,22,9,0.0,2,0,8,9,16,5,1,15,3,1,15,4,0,9,2,5
37.22058,54.873429,Московская область,-0.0572880295275376,5478.0,5,6,12,2,0.0,4,0,2,4,5,1,2,7,0,1,12,1,0,5,0,0
34.3549,61.794752,Карелия,0.1127775642000452,8083.0,8,6,84,1,0.0,10,0,8,8,33,0,1,30,3,1,31,7,0,11,0,12
52.402971,55.713811,Татарстан,0.1365587057538873,8083.0,1,5,10,0,0.0,1,0,0,2,7,0,0,9,0,4,3,0,0,4,0,1
39.846535,47.290051,Ростовская область,0.0038057709789643,1942.0,11,5,15,8,0.0,0,0,1,1,2,6,0,2,0,0,0,1,0,2,0,2
47.243084,56.133407,Чувашия,-0.0730252186763668,5478.0,23,10,35,10,0.0,16,0,12,16,18,1,9,17,5,1,9,1,4,8,4,6
37.294924,55.682767,Московская область,-0.008228472690676,1942.0,6,8,24,5,0.0,18,0,4,6,17,0,10,18,1,1,27,1,5,6,0,0
129.688834,61.998702,Республика Саха (Якутия),0.0855598787153693,8083.0,0,11,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
86.075412,55.3581,Кемеровская область,0.0049131831312015,1942.0,42,18,74,23,0.0,12,0,8,15,19,9,5,9,4,1,24,1,4,5,1,5
41.912472,45.016027,Ставропольский край,-0.0712625940045032,3185.5,13,9,39,2,0.0,9,0,0,1,12,0,0,33,0,1,29,0,0,6,0,3
131.928918,43.111311,Приморский край,0.1902990645202405,8083.0,5,2,51,0,0.0,31,0,4,8,30,0,11,45,1,7,32,2,4,3,0,3
33.07278,68.969769,Мурманская область,-0.0262372721881555,1942.0,49,12,90,24,0.0,20,0,8,14,32,8,9,21,9,4,47,4,3,10,5,13
38.274079,54.032432,Тульская область,-0.0876658983182302,5478.0,1,10,4,0,0.0,5,0,3,5,10,0,3,18,1,1,14,3,1,8,0,0
38.271079,54.012258,Тульская область,-0.0513630546803456,5478.0,5,3,10,3,0.0,2,0,0,2,3,0,0,13,1,2,14,0,0,9,0,1
49.411141,53.530878,Самарская область,-0.0570664350158356,5478.0,0,10,3,0,0.0,1,0,1,2,5,0,0,7,0,0,10,1,0,2,0,0
39.880357,59.211626,Вологодская область,0.0068197742687892,5478.0,11,6,44,9,0.0,7,0,4,9,32,4,1,5,5,0,22,4,0,2,1,15
93.435399,56.121913,Красноярский край,-0.0287722574109884,3185.5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.553657,55.667518,Москва,0.1727154263886046,32.0,29,24,66,6,199.67460324268848,29,9,6,18,30,0,5,26,3,5,42,4,2,16,0,2
38.088182,44.552939,Краснодарский край,0.0967165333234681,8083.0,8,5,37,1,0.0,17,0,5,5,16,1,7,40,1,3,27,5,2,10,0,39
82.936069,54.96408,Новосибирская область,-0.0432895188526085,5478.0,17,8,17,15,0.0,0,0,2,2,3,14,0,3,0,0,1,2,0,1,0,0
37.540668,55.688862,Москва,-0.0291381284758339,3185.5,26,28,106,4,362.7122707381321,61,6,3,11,41,0,22,44,7,7,65,0,6,25,2,0
92.920763,56.111067,Красноярский край,0.0332894509507449,5478.0,4,9,6,0,0.0,2,0,1,2,4,0,0,8,0,0,9,0,0,2,0,0
61.431345,55.161908,Челябинская область,-0.0546074551483105,496.5,10,5,22,7,0.0,5,0,4,6,22,1,1,13,3,1,20,3,0,2,2,5
135.08311,48.478557,Хабаровский край,0.180346115772569,8083.0,11,7,41,7,0.0,5,0,3,7,20,0,4,11,6,0,18,0,1,4,0,10
30.260065,60.007443,Санкт-Петербург,-0.0373994933043668,5478.0,40,26,83,23,145.54307962572832,49,4,26,44,67,7,28,40,5,18,62,2,12,19,3,1
37.657485,55.764663,Москва,-0.0012185763379497,5478.0,79,15,335,30,0.0,169,0,4,11,67,6,52,64,22,16,98,1,19,16,5,58
128.146292,51.346921,Амурская область,-0.0223857549934293,5478.0,3,10,3,1,0.0,1,0,1,1,1,0,1,3,1,0,4,0,0,2,1,0
49.29259,53.570664,Самарская область,0.0969212404486439,8083.0,0,4,0,0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0
85.147874,52.509628,Алтайский край,0.086922674080395,1942.0,4,8,7,3,0.0,1,0,4,5,8,2,0,12,2,1,6,3,0,6,0,1
83.76357,53.352004,Алтайский край,-0.0567287138043738,3185.5,14,12,42,5,0.0,32,0,5,11,39,2,5,31,3,0,46,1,0,11,1,12
73.559625,54.208559,Омская область,0.0599506835584016,496.5,1,0,2,0,0.0,0,0,0,1,1,0,0,4,0,0,4,0,0,4,0,0
37.713432,55.903534,Московская область,0.0266902518855259,5478.0,6,15,18,4,0.0,26,0,7,8,16,2,13,23,0,5,33,4,9,5,0,1
39.749966,43.605392,Краснодарский край,0.0219724605622519,1942.0,4,2,9,3,0.0,1,0,0,1,2,3,1,10,0,0,1,0,0,4,0,0
39.042345,45.023163,Краснодарский край,-0.0121779667144775,1942.0,5,16,35,5,0.0,13,0,6,7,24,1,1,22,1,1,21,5,0,5,0,1
33.082625,68.95324,Мурманская область,0.0079884003717014,1942.0,9,10,44,5,0.0,11,0,15,19,41,3,6,22,5,2,43,9,0,9,1,7
39.872227,44.764417,Краснодарский край,0.0017049476292076,5478.0,8,4,23,5,0.0,4,0,3,6,15,0,1,20,0,2,18,0,0,10,0,2
37.630652,55.769697,Москва,-0.0757403633911364,5478.0,130,15,436,44,297.5151790461375,179,5,12,27,95,3,75,54,19,10,145,5,15,22,8,54
41.385259,56.854621,Ивановская область,-0.0622680912022026,496.5,5,8,7,3,0.0,7,0,2,8,15,2,2,14,1,1,12,2,1,5,1,3
39.760881,47.230419,Ростовская область,0.1748693147117234,8083.0,7,0,11,4,0.0,8,0,6,10,17,0,2,42,3,4,23,2,0,13,3,5
45.798027,53.210161,Пензенская область,-0.1153321670355376,5478.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.634793,55.730421,Москва,0.2186083166997159,8083.0,102,23,324,48,132.58236136275593,108,6,17,39,101,10,29,63,11,11,77,6,12,31,3,40
40.973633,57.016865,Ивановская область,0.0127597399460025,5478.0,8,8,19,1,0.0,5,0,2,8,21,1,2,9,1,1,31,1,0,3,0,5
37.747729,55.657845,Москва,-0.0254189758346237,1942.0,28,24,74,9,118.52343521961411,54,7,9,21,48,1,19,44,3,2,55,6,6,7,1,6
73.363244,54.990798,Омская область,-0.1247878571066065,3185.5,27,8,102,9,0.0,27,0,4,11,50,4,12,22,6,2,29,0,3,3,1,5
48.329201,54.263287,Ульяновская область,-0.1450012314747548,1022.0,6,16,20,3,0.0,17,0,3,3,11,2,6,46,0,3,33,2,2,12,0,2
74.109268,55.003916,Омская область,-0.0812489076690897,496.5,0,1,2,0,0.0,0,0,0,0,1,0,0,13,0,0,6,0,0,6,0,0
49.139418,55.778097,Татарстан,-0.0188954484226319,1942.0,28,10,84,2,97.87914156887828,69,4,6,28,50,0,29,39,4,35,47,2,5,7,2,10
107.737701,51.857615,Республика Бурятия,0.1132168017488913,8083.0,0,4,1,0,0.0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1
39.789654,47.269725,Ростовская область,-0.0183126490294778,1942.0,1,6,3,0,0.0,1,0,0,2,2,0,1,9,0,1,5,0,0,5,0,2
44.077241,56.294591,Нижегородская область,-0.060577494738262,1942.0,4,9,19,2,0.0,13,0,4,7,17,0,1,19,1,2,27,1,1,5,0,1
40.868153,47.642481,Ростовская область,-0.1186219361876532,5478.0,11,1,16,5,0.0,5,0,2,3,3,3,5,19,1,3,10,0,3,15,1,2
39.189417,51.654757,Воронежская область,-0.02241508243657,5478.0,49,8,79,30,0.0,33,0,21,33,58,3,16,39,5,5,63,5,7,12,1,6
107.585023,51.84739,Республика Бурятия,0.023405223994654,5478.0,0,15,4,0,0.0,1,0,1,1,4,0,0,4,0,0,2,0,0,2,0,7
107.646181,51.809602,Республика Бурятия,-0.0288717857848664,496.5,1,10,3,0,0.0,0,0,3,3,4,0,0,5,0,0,2,1,0,2,0,0
53.506066,54.479523,Башкортостан,-0.1450012314747548,5478.0,6,4,11,1,0.0,4,0,0,0,2,0,1,11,0,0,16,0,0,1,0,1
85.202555,52.539905,Алтайский край,-0.1450012314747548,5478.0,1,5,4,0,0.0,4,0,0,2,8,0,1,4,0,1,7,0,1,1,0,1
86.277712,54.607946,Кемеровская область,-0.0026112371520763,5478.0,2,6,3,0,0.0,3,0,4,6,6,0,3,8,0,3,8,3,2,6,0,0
73.314277,55.047961,Омская область,0.0079495245852058,5478.0,5,16,12,3,0.0,21,0,5,5,7,3,7,71,1,2,39,3,2,49,1,0
55.112622,51.718963,Оренбургская область,-0.069566746084304,3185.5,1,3,1,0,0.0,2,0,0,1,5,0,1,11,0,0,11,0,1,5,0,0
83.930944,53.421182,Алтайский край,-0.064803872183687,5478.0,1,17,4,1,0.0,2,0,0,4,8,0,1,21,1,0,11,0,1,9,1,0
84.947568,56.469458,Томская область,-0.1193480214274997,3185.5,23,10,111,9,0.0,25,0,3,7,28,4,7,13,4,1,26,2,0,1,0,16
82.911402,55.061446,Новосибирская область,0.2024416807615307,8083.0,50,15,86,23,127.2498370211206,50,5,8,23,30,2,17,54,3,2,49,0,3,25,1,3
39.237765,51.657333,Воронежская область,0.1570001493874883,8083.0,3,2,6,1,0.0,1,0,1,2,2,0,0,8,0,5,10,1,0,2,0,0
65.343382,55.431662,Курганская область,-0.0468348549331373,5478.0,5,4,22,1,0.0,0,0,1,1,6,1,0,2,3,0,7,0,0,0,0,4
37.637416,55.723496,Москва,0.0422704186790486,5478.0,27,6,226,12,0.0,64,0,5,13,87,3,3,56,5,11,57,1,2,2,1,23
107.585616,51.832054,Республика Бурятия,-0.0178604671194855,496.5,33,10,61,12,0.0,7,0,4,7,27,0,2,17,6,0,15,1,0,4,2,16
37.960864,59.126926,Вологодская область,-0.0321482249310455,5478.0,20,12,28,12,0.0,12,0,4,6,9,5,8,34,1,0,29,4,2,10,0,2
132.873021,42.797674,Приморский край,-0.0637309011551673,5478.0,2,3,8,2,0.0,5,0,2,2,2,2,1,10,0,0,3,1,0,4,0,2
35.656945,50.802065,Белгородская область,-0.0478348534789651,496.5,0,0,0,0,0.0,0,0,0,0,0,0,0,4,0,0,1,0,0,3,0,0
40.974604,56.998563,Ивановская область,-0.0145445847611448,5478.0,26,9,58,9,0.0,12,0,8,19,46,2,4,26,8,0,41,3,2,6,7,9
60.635042,56.831512,Свердловская область,-0.0995699884348838,5478.0,10,5,37,2,0.0,37,0,0,4,43,1,12,35,4,3,47,0,5,13,0,8
53.208652,56.844683,Удмуртия,0.1610874813026603,8083.0,42,17,127,7,0.0,12,0,4,19,40,1,5,94,13,1,39,3,0,17,5,5
45.989368,51.519357,Саратовская область,-0.0902716678861182,5478.0,0,7,9,0,0.0,3,0,0,1,14,0,1,9,0,1,15,0,0,1,0,1
73.378659,61.262497,Ханты-Мансийский автономный округ — Югра,-0.1027292266634069,5478.0,18,8,47,1,0.0,34,0,5,14,51,0,16,50,1,0,52,4,4,16,0,3
44.042485,56.296299,Нижегородская область,0.0174946280277443,5478.0,17,10,24,11,0.0,10,0,1,6,9,3,6,33,1,4,14,1,2,7,1,2
86.148157,54.663094,Кемеровская область,-0.0564706816464098,5478.0,1,0,3,0,0.0,0,0,0,1,1,0,0,2,0,3,5,0,0,1,0,0
37.676026,55.886342,Москва,0.0182037847005491,1942.0,4,9,27,3,0.0,19,0,3,3,24,0,1,17,1,2,27,1,1,0,0,1
20.142591,54.940541,Калининградская область,-0.1161907998971697,3185.5,9,2,51,1,0.0,0,0,2,3,8,1,0,8,3,1,7,2,0,1,0,37
34.307586,53.307719,Брянская область,-0.06907935550572,5478.0,11,10,20,3,0.0,5,0,4,6,10,0,1,16,1,3,24,0,1,6,1,2
83.120826,54.938327,Новосибирская область,-0.0053018998782642,5478.0,0,3,4,0,0.0,2,0,0,1,3,0,0,19,0,1,4,0,0,13,0,0
60.582302,56.832925,Свердловская область,0.0084202152528134,1942.0,32,23,154,12,0.0,46,0,2,8,46,5,10,32,4,1,80,0,7,6,2,20
42.05437,55.577108,Владимирская область,-0.1001214289644553,496.5,32,5,43,16,0.0,26,0,2,6,13,1,14,23,3,2,20,0,3,7,2,8
56.228132,58.008433,Пермский край,-0.0875504966085618,1942.0,43,18,168,10,0.0,19,0,5,13,41,1,7,24,7,2,43,2,3,8,3,19
38.123306,55.589992,Московская область,-0.0242208400962373,5478.0,12,2,21,5,0.0,28,0,0,3,18,0,11,26,1,16,31,0,0,5,1,3
74.583345,55.045274,Омская область,-0.0253103178397769,5478.0,2,2,2,0,0.0,0,0,0,0,2,0,0,8,1,0,6,0,0,4,1,0
84.959102,56.496359,Томская область,-0.0014607839186066,5478.0,8,4,42,4,0.0,31,0,5,8,38,0,4,19,3,4,51,0,1,3,1,11
30.446878,59.912914,Санкт-Петербург,-0.0182313720628742,5478.0,23,15,41,14,0.0,15,0,7,11,12,4,9,15,1,3,29,6,3,5,1,0
37.668264,55.780097,Москва,-0.0459976788752421,496.5,24,29,184,12,47.71102531816016,56,2,3,5,34,3,19,46,8,41,47,2,7,13,1,23
60.614578,56.913185,Свердловская область,-0.0792015622370763,5478.0,17,10,29,3,0.0,6,0,7,9,11,0,1,20,1,1,11,0,1,6,0,0
37.81548,55.792827,Москва,0.0229989932982391,1942.0,17,21,34,7,0.0,14,0,4,8,13,0,9,34,2,4,39,1,3,19,2,3
129.731531,62.029018,Республика Саха (Якутия),-0.0270886842788372,3185.5,25,18,47,9,0.0,6,0,3,10,21,1,3,49,8,5,18,1,0,18,4,7
43.867017,56.349968,Нижегородская область,0.018060701055266,1942.0,20,11,33,12,0.0,12,0,16,27,29,3,9,15,2,0,30,4,2,9,1,3
37.625361,54.21692,Тульская область,-0.0586377701559504,5478.0,7,9,15,2,0.0,18,0,3,3,11,1,9,14,0,2,22,0,5,9,0,0
37.93404,55.803555,Московская область,-0.0234932526189587,5478.0,15,4,47,2,0.0,20,0,3,7,22,2,7,19,2,5,23,2,3,11,0,1
82.913944,55.051247,Новосибирская область,-0.0030214921573468,5478.0,22,16,100,11,52.56697214117419,85,5,1,4,32,0,34,71,3,4,79,0,15,25,0,8
47.567142,54.879583,Чувашия,-0.0970429145813477,496.5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.338101,59.834827,Санкт-Петербург,0.1485243496840318,8083.0,9,12,63,0,0.0,50,0,0,1,20,0,17,38,3,0,43,0,2,15,0,9
39.00228,45.063037,Краснодарский край,0.1559890439964173,8083.0,15,9,51,12,0.0,21,0,8,11,29,4,10,24,2,6,38,3,7,10,0,3
30.414297,60.037104,Санкт-Петербург,-0.0005950230856859,1942.0,26,20,47,5,308.59886112033183,36,3,15,49,51,2,12,53,2,11,41,9,6,21,2,4
43.976387,56.250627,Нижегородская область,0.1873065977882771,8083.0,2,0,9,0,0.0,6,0,0,0,4,0,0,7,1,1,6,0,0,0,0,0
45.18419,54.189972,Мордовия,-0.0917777146444606,496.5,35,10,68,6,0.0,22,0,6,17,41,1,9,39,5,6,38,4,2,16,4,8
39.072538,44.096527,Краснодарский край,-0.0552303339313898,5478.0,19,5,42,9,0.0,8,0,4,15,23,1,3,21,2,6,31,2,1,8,1,4
129.731531,62.029018,Республика Саха (Якутия),0.0198484788886926,3185.5,25,18,47,9,0.0,6,0,3,10,21,1,3,49,8,5,18,1,0,18,4,7
45.184657,54.183997,Мордовия,0.1681910760383621,8083.0,41,8,70,11,0.0,20,0,8,18,40,2,8,32,9,8,36,2,4,11,3,7
132.826623,44.576938,Приморский край,-0.0295444188673066,496.5,0,2,0,0,0.0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0
131.954044,43.097606,Приморский край,0.0499453930236484,5478.0,12,15,27,7,0.0,17,0,1,11,16,3,7,80,0,4,27,1,3,15,0,4
158.617632,53.069337,Камчатский край,0.0368937990363528,496.5,5,2,18,5,0.0,2,0,1,3,6,3,1,6,0,0,8,1,0,1,0,7
38.807319,47.237217,Ростовская область,-0.1314249612596842,3185.5,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40.946253,57.76318,Костромская область,-0.0721031164319953,496.5,20,8,50,6,0.0,14,0,0,5,17,2,9,10,3,3,23,0,1,1,2,12
92.827868,56.035104,Красноярский край,0.0249578545608305,5478.0,0,6,2,0,0.0,0,0,0,0,1,0,0,1,0,1,3,0,0,0,0,0
158.658532,53.037782,Камчатский край,-0.0104739273398494,496.5,39,11,43,16,0.0,6,0,4,11,13,3,5,7,1,0,34,0,4,6,1,7
65.557388,57.171591,Тюменская область,0.0125465496361093,1942.0,24,6,37,10,0.0,17,0,2,5,8,2,11,12,0,7,17,1,4,5,0,0
37.741908,55.658835,Москва,0.0266531041925846,5478.0,23,18,69,10,439.5161863021245,49,2,7,18,40,7,14,34,2,1,44,4,6,3,0,6
30.270863,59.945788,Санкт-Петербург,-0.0859363213051731,5478.0,66,11,230,20,383.4130410008874,98,1,8,17,42,3,21,88,7,33,83,4,5,24,1,40
53.470394,54.482662,Башкортостан,-0.0478766905662516,5478.0,12,4,25,5,0.0,6,0,5,9,16,2,2,12,0,1,22,1,0,4,0,2
73.380977,54.994698,Омская область,-0.0852455533560095,1942.0,2,8,46,0,0.0,10,0,0,4,37,0,3,19,1,2,31,0,0,4,0,7
71.761252,54.367782,Омская область,0.0025382166984081,8083.0,0,0,0,0,0.0,0,0,1,3,3,0,0,2,0,0,3,0,0,1,0,0
37.669046,54.208238,Тульская область,-0.0908961794016929,496.5,2,6,8,0,0.0,0,0,0,3,3,0,0,13,0,0,13,0,0,6,0,1
49.312991,55.918933,Татарстан,-0.0308774824841193,1022.0,2,5,6,2,0.0,3,0,2,2,4,2,2,2,0,0,2,2,2,1,0,0
37.965373,55.81827,Московская область,-0.0166811621872639,1942.0,6,9,27,4,0.0,15,0,1,3,7,1,7,25,2,1,20,0,3,11,1,1
33.720726,53.530621,Брянская область,-0.0919098487755485,496.5,3,5,15,1,0.0,22,0,1,4,13,0,8,23,1,3,23,1,4,7,0,1
84.980455,56.467484,Томская область,-0.0201616919904986,1942.0,15,16,62,9,0.0,47,0,9,11,46,2,8,33,1,10,62,1,1,6,0,9
82.89463,54.984615,Новосибирская область,-0.0702605238536911,3185.5,37,30,71,10,116.9845058872796,38,11,11,19,26,2,13,50,2,2,46,2,4,15,0,2
47.26432,56.103206,unknown,0.0012739531214594,1942.0,11,10,33,6,0.0,5,0,4,4,7,2,1,25,2,0,7,0,0,3,2,3
65.32591,55.425047,Курганская область,-0.0010309683854,5478.0,0,1,3,0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
37.591701,55.74938,Москва,-0.0154669662487863,5478.0,119,4,294,35,0.0,147,0,2,22,70,4,56,60,23,10,100,1,10,22,10,66
39.430319,57.20465,Ярославская область,-0.1212699445378276,5478.0,3,1,3,2,0.0,4,0,1,2,2,0,4,17,0,1,7,0,4,11,0,0
32.045664,54.774862,Смоленская область,0.1322648558419326,8083.0,39,10,94,15,0.0,35,0,7,16,35,3,16,39,12,3,51,2,4,10,3,5
83.783558,53.342575,Алтайский край,0.0945425080613129,8083.0,22,6,87,6,0.0,33,0,2,6,39,0,4,16,5,0,42,0,0,3,0,10
38.976894,45.036566,Краснодарский край,-0.0203199578060494,5478.0,59,10,172,16,0.0,21,0,9,25,62,3,6,44,7,0,26,1,1,12,1,15
30.259822,60.007668,Санкт-Петербург,-0.0489031927827527,5478.0,40,26,83,20,117.23810451900609,48,4,25,43,67,8,28,41,5,18,64,2,8,20,3,1
